Gene,MCF10A_Hypoxia_Log2,MCF12A_Hypoxia_Log2
SNX6,0.680418694,0.819004443
SNX7,-0.139465234,1.009030798
SNX8,-0.03289793,0.055470168
SNX9,0.106799233,0.199609574
SOAT1,0.271182153,-0.19688639
SOBP,0.00145772,0.027480724
SOCS1,0.05827734,0.037694024
SOCS2,0.168302905,0.629594115
SOCS3,0.036325913,0.586585947
SOCS4,-0.169253001,0.024962392
SOCS5,0.219615865,0.630599256
SOCS6,0.098388322,0.338121072
SOCS7,-0.046392285,0.403150971
SOD1,-0.343166099,0.813527742
SOD2,0.083909757,-1.524890315
SOD3,-0.061260498,0.027480724
SOGA1,0.153385068,-0.471254886
SOGA3,0.008399581,-0.029330444
SOHLH2,0.019054199,-0.000943888
SON,-0.191242936,-0.225026673
SORBS1,0.066214774,0.123523633
SORBS2,0.542567354,-0.081158811
SORBS3,0.383170928,0.484256177
SORCS2,-0.067098749,-0.262623187
SORD,-0.316765119,-0.005932849
SORL1,0.943331205,0.722051896
SORT1,-0.143249452,0.653876522
SOS1,0.513707457,0.547242507
SOS2,0.69222819,0.191965458
SOWAHA,0.057795287,0
SOWAHB,-0.102802173,-0.106273155
SOWAHC,0.328011668,-1.082542313
SOWAHD,0.026083494,0.03576355
SOX11,0.001864912,0.024614212
SOX12,0.592142794,0.693801334
SOX13,0.322284204,0.115710398
SOX15,0.323497001,0.831507326
SOX18,-0.00684519,-0.012482987
SOX2,0.008399581,0
SOX30,0.041517245,0.027480724
SOX4,1.818286692,1.529532386
SOX5,-0.052905545,-0.018684209
SOX6,-0.091348044,0.017318224
SOX7,-0.284401056,-0.870838296
SOX8,-0.023595731,-0.006254995
SOX9,0.312039352,3.062660798
SP1,0.715692827,0.958249508
SP100,0.672767219,1.488925417
SP110,0.075113881,-0.394874351
SP140,0.025396725,-0.006560412
SP140L,0.220955682,-0.362808228
SP2,0.088761968,0.317203036
SP3,0.444076258,1.450520214
SP4,0.022908459,0.097814191
SP5,-0.011864784,-0.006254995
SP6,0.168783492,0.228793535
SPA17,-0.018373347,0.253273635
SPAAR,-0.019870251,-0.04836589
SPACA4,0.016750541,0
SPACA6,0.433191834,-0.167666487
SPACA9,0.232028369,0.221578003
SPAG1,-0.250767954,0.237665229
SPAG16,-0.092054972,0.332995039
SPAG17,0,-0.006254995
SPAG4,1.062049446,0.615255973
SPAG5,0.104533732,1.954349829
SPAG7,0.199084518,0.380185432
SPAG8,-0.034271385,-0.008251363
SPAG9,0.494504518,1.191838573
SPARC,-0.013983874,0.215478232
SPARCL1,-0.044606639,-0.006254995
SPAST,0.078200334,0.401145584
SPATA1,0.042486372,0.013664831
SPATA12,0.041517245,0.021225729
SPATA13,-0.311739418,-0.256192819
SPATA17,0.04677103,0.082429027
SPATA18,0.297310871,0.187175617
SPATA2,-0.389250332,-0.06355528
SPATA20,0.306321309,0.045633554
SPATA21,-0.001216665,-0.001251371
SPATA24,0.164467645,0.228229765
SPATA25,0.08187307,-0.004274365
SPATA2L,-0.077867316,-0.427509529
SPATA32,0.016750541,-0.006271222
SPATA33,-0.17105659,0.008115569
SPATA4,0,0.021225729
SPATA46,0.008399581,0.138856998
SPATA5,-0.409956014,-0.282010427
SPATA5L1,-0.236140828,-0.051861805
SPATA6,0.050695764,-0.08653672
SPATA6L,0.005274061,-0.17669538
SPATA7,0.205012522,0.294793725
SPATA9,0.016750541,0
SPATC1,-0.003796259,-0.021815977
SPATC1L,-0.040702005,-0.038628792
SPATS2,0.73468498,1.034173574
SPATS2L,-0.114519664,0.494527171
SPC24,-0.305666102,0.241560493
SPC25,-0.222140831,-0.339526451
SPCS1,-0.558131795,0.864196029
SPCS2,0.206913025,0.569543708
SPCS3,-0.122689965,-0.085337381
SPDEF,-0.028142834,0.048192764
SPDL1,-0.469867909,0.196566993
SPDYA,0.016489498,0.333414349
SPDYE1,-0.000283043,0.07133019
SPDYE16,0.230395865,-0.136189331
SPDYE2,0.149714032,-0.166019538
SPDYE2B,0.025574812,0.04776206
SPDYE3,-0.028583905,-0.24524958
SPDYE5,-0.079620078,-0.005752794
SPDYE6,0.016345138,-0.025915075
SPECC1,0.419208852,1.089284279
SPECC1L,-0.211954506,0.189785702
SPEF1,0,0
SPEF2,0.212403197,-0.105589964
SPEG,0.488563636,0.309651093
SPEN,0.315439099,0.667680438
SPESP1,0.138078509,0
SPG11,0.441074903,-0.843993716
SPG20,0.170740607,-0.01765263
SPG20-AS1,-0.005294502,-0.03712953
SPG21,-0.400319664,0.494382176
SPG7,0.099081473,-0.468438284
SPHK1,-0.391182268,0.211967367
SPHK2,0.001830355,-0.298821837
SPIB,0.010013997,-0.013232973
SPICE1,0.137902447,0.453779664
SPIDR,0.002134791,-0.045001319
SPIN1,0.179726521,0.3845827
SPIN2A,0.045523804,-0.037878398
SPIN2B,-0.052582588,0.019305346
SPIN3,0.102404813,-0.235755904
SPIN4,0.128068703,0.036148521
SPINK1,0.033308795,-0.006270848
SPINK5,0.263517606,0.364113266
SPINK9,-0.00684519,-0.01934369
SPINT1,0.080493161,0.737646705
SPINT2,0.126975392,1.722427471
SPIRE1,0.288470671,0.426107571
SPIRE2,-0.106172795,-0.321381712
SPN,0.036300127,0.022817041
SPNS1,-0.211199302,0.834745866
SPNS2,-0.019980854,-0.041857618
SPNS3,0,0
SPOCD1,0.046035403,0.081976752
SPOCK1,0.550805408,0.574698965
SPOCK2,0.016750541,0.13897731
SPON1,0.005552349,0.192394399
SPON2,-0.023595731,-0.02189369
SPOP,-0.004190459,0.222060468
SPOPL,0.34657604,1.047966216
SPOUT1,-0.557052767,-0.819056549
SPP1,0.008399581,0.027480724
SPP2,0.015611146,0.04865602
SPPL2A,0.277262751,-0.250343112
SPPL2B,-0.290945844,-0.05747374
SPPL3,0.039298877,0.244882171
SPR,-0.69775493,-0.467532874
SPRED1,0.583495901,-0.392260043
SPRED2,0.130493366,-0.933904829
SPRED3,0.258577417,0.070491417
SPRN,-0.111430008,-0.263379521
SPRTN,-0.616639513,-0.733306935
SPRY1,0.094738123,0.733446561
SPRY2,0.0401612,-0.560448631
SPRY3,0.342773648,0.270626843
SPRY4,0.069098223,-0.309453913
SPRYD3,-0.090464059,-0.275919375
SPRYD4,-0.171213714,-0.626810311
SPRYD7,0.117699388,0.229180704
SPSB1,-0.122268878,0.385384419
SPSB2,-0.073975381,-0.153260058
SPSB3,-0.020934449,0.575051039
SPSB4,0,0
SPTAN1,0.669379124,-0.060833706
SPTB,-0.039984544,-0.037515648
SPTBN1,0.772409562,0.154642602
SPTBN2,-0.584860225,-0.975553349
SPTBN4,0.033308828,-0.003526526
SPTBN5,0.066214789,-0.006914318
SPTLC1,0.259799776,0.731676068
SPTLC2,0.505867664,-0.156575469
SPTLC3,1.353420961,1.128374494
SPTSSA,0.066657555,0.537230293
SPTSSB,0.010983555,-0.128747581
SPTY2D1,-0.190674346,0.10028713
SPTY2D1-AS1,-0.002341669,0.083153552
SPX,0.183753993,0
SQLE,0.713936267,1.272735155
SQRDL,0.43414118,0.583791503
SQSTM1,-0.138063375,0.013569415
SRA1,-0.656058562,-0.68851076
SRBD1,0.114902723,0.055500004
SRC,-0.038343178,0.292073564
SRCAP,-0.294910871,-1.074266063
SRCIN1,-0.005825585,-0.336717978
SRD5A1,0.152611855,0.283931387
SRD5A3,0.399121449,0.623414846
SREBF1,-0.274969134,0.350798475
SREBF2,0.488656124,1.115751749
SREK1,0.052922951,0.352325218
SREK1IP1,0.611099593,-0.014627825
SRF,-0.441282429,0.227679759
SRFBP1,-0.215249034,-0.422128837
SRGAP1,0.751086023,-1.081730548
SRGAP2,0.534814629,0.612636694
SRGAP2B,1.059695036,1.208524149
SRGAP2C,0.52729025,0.658048436
SRGAP3,-0.269347039,-0.002397516
SRGN,0.048925845,0.204459798
SRI,-0.14255394,0.943878926
SRL,0.008644701,0
SRM,-1.254343229,-0.198032157
SRMS,0.12631352,0.014997737
SRP14,-0.224162474,0.858441972
SRP19,-0.529527919,-0.211063608
SRP54,-0.000717495,0.26701353
SRP68,0.375242707,0.498268531
SRP72,0.377566966,0.454023402
SRP9,0.026038343,0.666730761
SRPK1,-0.196406078,-0.877993025
SRPK2,0.592851173,0.521974514
SRPK3,0.008097111,0.021480844
SRPRA,-0.683603401,0.054339004
SRPRB,-0.711092525,-0.626140182
SRPX,0.117390785,0.365848535
SRPX2,0.746468632,0.779721804
SRR,-0.186106407,-0.082925228
SRRD,-0.258563365,-0.699312341
SRRM1,0.190240736,0.65547449
SRRM2,0.48944815,0.528157543
SRRM3,0.010440111,-0.051792346
SRRM4,0.017959002,0
SRRM5,0.008971569,-0.078460556
SRRT,-0.561642602,0.16893392
SRSF1,-0.525956688,-0.360728555
SRSF10,-0.030895328,-0.026146861
SRSF11,0.463926612,0.697392796
SRSF12,0.07559078,-0.012508839
SRSF2,-0.790597176,-0.244545244
SRSF3,-0.710159125,0.914660894
SRSF4,0.588639052,1.924132158
SRSF5,0.268658393,0.083870451
SRSF6,-0.087627694,-0.64861183
SRSF7,-0.896150732,-1.341415804
SRSF8,-0.309883442,-0.504180064
SRSF9,-0.112913914,0.94108687
SRXN1,-0.57115813,-0.716367626
SS18,0.222516677,0.762468295
SS18L1,0.142558434,-0.257266446
SS18L2,-0.480417582,0.381556216
SSB,-0.440427127,0.035685305
SSBP1,-0.764236433,0.186950133
SSBP2,0.485329516,0.516937626
SSBP3,-0.498114927,-0.092004312
SSBP3-AS1,0.02505344,0.06223575
SSBP4,-0.342483102,-0.112807981
SSC4D,-0.010382784,-0.066783476
SSC5D,0.016750541,0.041964766
SSFA2,0.534307267,0.797630583
SSH1,0.224871105,-0.706884898
SSH2,0.584153471,-0.179694493
SSH3,0.245560998,-0.15385703
SSNA1,-0.296963724,1.033383216
SSPN,0.144182754,0.025577961
SSPO,0.010710284,0.011221849
SSR1,0.217515259,0.511228873
SSR2,0.163734725,0.921211939
SSR3,-0.344323301,0.731018404
SSR4,-0.188151172,1.048851159
SSRP1,-0.30605788,0.897691151
SSSCA1,-0.127670783,-0.260590311
SSTR2,0.050311562,0.001655583
SSU72,-0.4428362,0.215053848
SSUH2,-0.089245523,0.049912723
SSX2IP,-0.184482952,0.289396866
SSX7,0.016750541,-0.012482987
ST13,0.428891289,0.767001207
ST14,-0.129524639,0.415916013
ST18,0.03529374,0.012987715
ST20,0.020877163,-0.008636936
ST20-AS1,-0.002363958,-0.103615842
ST3GAL1,-0.008011663,0.189290994
ST3GAL2,0.182765859,-0.540529642
ST3GAL3,0.139835967,0.023505285
ST3GAL4,0.643875058,1.801178409
ST3GAL5,0.285969927,0.014641246
ST3GAL6,-0.132544656,-0.222204708
ST5,-0.138564895,-0.493995438
ST6GAL1,-0.146201823,-0.843353988
ST6GAL2,-0.044273014,0
ST6GALNAC2,0.49372971,-0.318259067
ST6GALNAC3,0.008399581,0.027480724
ST6GALNAC4,-0.229459885,-0.138729043
ST6GALNAC5,0.105260134,-0.006254995
ST6GALNAC6,0.337327704,0.749656345
ST7,-0.149552442,0.041669849
ST7L,-0.068457393,0.017408647
ST8SIA1,0.070838598,-0.015988868
ST8SIA4,0.017809529,-0.006258739
ST8SIA5,0.033457816,-0.007555292
ST8SIA6,-0.023595731,0.027480724
STAB1,0,0
STAB2,-0.023595731,0.008796515
STAC,0.364261033,0.42899689
STAC2,0.042610856,0.126522736
STAC3,0.006803759,0.017552995
STAG1,-0.161275458,-0.092778907
STAG2,0.885887262,1.125655022
STAG3,-0.14256137,-0.386858746
STAG3L1,-0.039342904,-0.101371104
STAG3L2,0.040289527,-0.409392751
STAG3L3,-0.133426671,-0.875783298
STAG3L4,-0.284265365,-0.043139702
STAM,0.21014062,0.008638316
STAM2,0.183083442,0.25243559
STAMBP,0.607251411,0.650024684
STAMBPL1,0.017438909,-0.088620428
STAP2,0.227471226,0.522536886
STAR,-0.005367069,-0.007818143
STARD10,0.352537858,1.117920398
STARD13,0.213924703,0.260349007
STARD3,-0.010646998,0.747495127
STARD3NL,0.160526273,0.755083465
STARD4,1.358712269,2.578130623
STARD5,-0.168557696,-0.16477088
STARD7,-0.601247656,-1.893758914
STARD8,0.055561663,0.05278866
STARD9,0.681361136,-0.053112575
STAT1,-0.658088465,-0.199894995
STAT2,0.29890068,-0.877477571
STAT3,-0.272919952,-0.252311712
STAT4,0.241528908,-0.217908618
STAT5A,-0.010449946,-0.148156884
STAT5B,0.067992353,0.217064953
STAT6,0.606270884,-0.977545997
STAU1,0.458665286,0.883809551
STAU2,0.440493722,1.072911923
STBD1,0.812940739,2.047125979
STC1,3.634109869,2.480853085
STC2,0.869161405,0.337535653
STEAP1,-0.05574123,-0.287573847
STEAP1B,0,-0.006418137
STEAP2,0.260942819,-0.152520655
STEAP3,1.127476339,1.003212306
STEAP4,0.011798523,0.057005131
STIL,-0.219666073,0.441079564
STIM1,0.018678716,0.500677083
STIM2,-0.31717851,-0.166462098
STIP1,-0.910858411,-0.001218093
STK10,0.37448614,0.225064649
STK11,-0.265378748,0.466765386
STK11IP,0.158895746,0.162561071
STK16,0.148672508,0.058651127
STK17A,0.376598253,0.609574686
STK17B,0.595914666,1.006699867
STK19,0.198124047,0.023788279
STK24,0.307624491,1.018141316
STK25,0.117217388,-0.093810901
STK26,0.174732088,0.535590663
STK3,0.019372876,1.170525015
STK31,0.008807562,-0.012906075
STK32A,-0.005134165,0
STK32B,0.016750541,-0.031007256
STK32C,-0.098742604,0.343064016
STK33,0.0479742,0.061448847
STK35,0.236915496,0.491134624
STK36,-0.086386899,-0.169577004
STK38,0.038279113,-0.235948133
STK38L,0.01917792,-0.398649362
STK39,-0.181987449,0.805418674
STK4,0.426835051,-0.030764632
STK40,0.114701402,-0.569222649
STKLD1,0.028799502,-0.031007256
STMN1,-0.688229521,0.901863613
STMN3,0.309628418,0.220822932
STMN4,0.008399581,-0.006254995
STMND1,0.017169486,0.018957123
STN1,0.606727218,0.944417938
STOM,-0.103707297,-0.657477901
STOML1,-0.089639099,0.114411778
STOML2,-0.463548906,0.635472886
STON1,0.148805631,0.069778553
STON2,0.316218762,-0.222967669
STOX1,0.041517245,0
STOX2,0.096353014,0.044783525
STPG1,0.406655983,0.522159899
STPG3,0,-0.012482987
STRA6,0.50559769,-0.006168216
STRADA,-0.218618883,-0.002947848
STRADB,-0.47883346,0.082830174
STRAP,-0.581033323,0.442041813
STRBP,-0.33197509,0.078231627
STRC,0.020369623,0.066046552
STRIP1,-0.46255304,-0.568321097
STRIP2,0.061077056,-0.336189826
STRN,0.672457743,0.737033172
STRN3,0.23160314,0.55290822
STRN4,-0.050577285,0.712124887
STS,0.338018416,0.124296174
STT3A,0.311527046,1.08643941
STT3B,0.388797346,0.900860097
STUB1,-0.008704739,0.582141059
STUM,-0.00684519,0.01222985
STX10,0.207015857,0.867837045
STX11,0.017921515,-0.051792346
STX12,0.263954479,0.095560311
STX16,0.168198113,0.547727639
STX17,-0.198590322,-0.262764435
STX18,-0.238993562,-0.295065987
STX19,0.008399581,0.014997737
STX1A,0.173325036,0.090628368
STX1B,0.010983482,-0.05426065
STX2,0.15040869,0.519529777
STX3,0.109038355,0.862763512
STX4,0.493755996,0.22727434
STX5,-0.024117948,0.08874178
STX6,0.161309194,0.218799774
STX7,0.635335568,0.536329293
STX8,0.034235254,0.751761342
STXBP1,0.533892317,0.403384967
STXBP2,0.381840618,1.012754107
STXBP3,0.144963969,0.220301289
STXBP4,0.220018032,-0.128331655
STXBP5,0.682283893,0.035160026
STXBP5L,0,0
STXBP6,0,-0.006254995
STYK1,-0.036467581,0.025577961
STYX,0.291215903,-0.240461486
STYXL1,-0.033236019,0.719796517
SUB1,-0.298585138,0.597029526
SUCLA2,-0.143971003,0.583450619
SUCLG1,-0.612655299,0.362770095
SUCLG2,0.5119884,0.812121054
SUCO,0.796060959,0.527412499
SUDS3,0.002974851,0.05267082
SUFU,-0.042043033,-0.039417881
SUGCT,0.001348865,0.504002235
SUGP1,-0.036636673,-0.20869012
SUGP2,-0.066848147,0.958514444
SUGT1,0.165947833,0.656572091
SULF1,0.074319184,0.4042599
SULF2,-0.525948734,-0.962201892
SULT1A1,-0.145352214,-0.060228494
SULT1A2,0.01690922,-0.059614376
SULT1A3,0.160960143,-0.082244159
SULT1A4,0.616802094,0.111157389
SULT1B1,0.025287158,0.024624609
SULT1C2,0.009240371,-0.019187322
SULT1C4,0.008721738,0.040400687
SULT1E1,0.579750787,0.107321314
SULT2A1,0,-0.006254995
SULT2B1,0.026023614,0.193967872
SULT4A1,0,-0.097321587
SUMF1,0.275472007,0.550488801
SUMF2,0.230200804,0.441100833
SUMO1,-0.376830974,0.502317784
SUMO2,0.247539553,1.24445376
SUMO3,-0.128389789,0.791437417
SUMO4,0.008403014,0.157541207
SUN1,0.469742453,0.581940436
SUN2,0.58957028,1.204979684
SUN3,0.008399581,0.080919969
SUOX,-0.213610897,-0.367382019
SUPT16H,-0.428096239,-0.600378856
SUPT20H,0.186123485,0.397255178
SUPT3H,-0.00582794,0.28840951
SUPT4H1,-0.176649369,0.566787589
SUPT5H,0.298771815,0.162259756
SUPT6H,0.224295144,-0.083965389
SUPT7L,-0.089215483,-0.168192433
SUPV3L1,-0.150628828,-0.858821531
SURF1,-0.294693496,0.531774603
SURF2,-0.367261484,-0.167398498
SURF4,-0.110158085,0.756381822
SURF6,-0.4719001,-1.644076393
SUSD1,0.163214418,0.057618425
SUSD2,-0.678923747,0.127301855
SUSD3,-0.00684519,0.156290993
SUSD4,0.016750566,0.021225729
SUSD5,-0.282097411,-0.003531502
SUSD6,0.148325112,-0.074142342
SUV39H1,-0.282834552,0.445968354
SUV39H2,-0.345170247,-0.300756603
SUZ12,0.088226969,-0.437487038
SV2A,-0.092152189,-0.030912483
SV2B,0.098264918,0.008767172
SVBP,0.140989848,0.335327503
SVEP1,-0.170342236,-0.118923243
SVIL,0.182692872,-0.92177457
SVIP,-0.210642755,0.43191766
SVOP,0,-0.006277776
SVOPL,0.008399581,0
SWAP70,0.09624794,0.767579854
SWI5,0.134338191,0.680468533
SWSAP1,-0.074201877,-0.203434077
SWT1,0.267038617,-0.100224662
SYAP1,0.311031645,0.259116591
SYBU,-0.629968424,-0.668278543
SYCE1,0,-0.031007256
SYCE1L,-0.025257482,0.169240147
SYCE2,0.029020704,-0.006911945
SYCE3,-0.01519615,-0.018684209
SYCP1,0.009716813,0.019617953
SYCP2,0.097211552,-0.037129518
SYCP2L,0.041517262,-0.02485889
SYCP3,0.012660859,0.017543505
SYDE1,0.947224246,0.067809785
SYDE2,0.061306413,0.05625309
SYF2,0.133346933,0.935857829
SYK,-0.153672305,-0.202187394
SYMPK,-0.062505639,0.014555787
SYN1,-0.052909555,0
SYN2,-0.01350292,0.133123373
SYN3,-0.06612607,0.027480724
SYNC,0.018235018,-0.258457562
SYNCRIP,-0.123208765,-0.562387516
SYNE1,0.031555721,-0.307521648
SYNE2,1.524082706,1.818055394
SYNE3,0.23988314,0.236720102
SYNE4,-0.059893664,-0.012909454
SYNGAP1,0.318904656,-0.111734109
SYNGR1,0.082043886,0.121658395
SYNGR2,-0.156278106,0.382084246
SYNGR3,0.008071785,0.082056266
SYNGR4,0.008399581,0.021225729
SYNJ1,-0.03577105,-0.197167497
SYNJ2,-0.313502178,0.062154163
SYNJ2BP,0.092848425,-0.580670867
SYNM,0.002555716,-0.014319074
SYNPO,1.592808448,0.474384882
SYNPO2,-0.077642739,-0.02485889
SYNPO2L,0.065660866,0.008498769
SYNRG,0.556876439,0.114433586
SYP,0.002867444,0.010506456
SYPL1,-0.158647241,0.975069886
SYPL2,0.008399581,-0.006254995
SYS1,0.061735114,0.152176316
SYT1,0.052030664,0.06717282
SYT11,0.092454943,0.054904861
SYT12,0.113185119,-0.453687748
SYT13,0,-0.006254995
SYT14,-0.007486541,-0.302320807
SYT15,0.292156265,0.012700793
SYT16,0.011023438,0.082097924
SYT17,0.00969506,-0.093836326
SYT2,0.016919083,0.009226758
SYT3,0,0
SYT5,0.041586334,0.029679703
SYT7,0.411259748,1.139669981
SYT8,0.297020526,0.727410252
SYTL1,0.000703048,0.008572313
SYTL2,0.270174515,-0.124859219
SYTL3,0.096907999,0.115856306
SYTL4,0.059271658,-0.050471496
SYTL5,0,0.014997771
SYVN1,0.120091481,-0.075500344
SZRD1,-0.140129965,0.628816191
SZT2,-0.380061314,-0.893055563
TAB1,-0.259375188,-0.002614684
TAB2,0.928440336,1.493444086
TAB3,0.328316542,-0.20025853
TAC4,0.008838778,0.017700807
TACC1,-0.311197578,-0.117802155
TACC2,0.16260339,-1.408786632
TACC3,-0.595870243,0.898208203
TACO1,-0.373759388,-0.124049895
TACR1,0,0.014997737
TACR2,0.041517245,0.132906566
TACSTD2,0.477766283,-0.390168426
TADA1,-0.104643903,-0.212048917
TADA2A,-0.285563284,-0.367687492
TADA2B,-0.382381868,0.104187373
TADA3,0.634421625,0.747106669
TAF1,0.455971816,-0.446098707
TAF10,-0.340920102,0.838453089
TAF11,-0.184801942,-0.179508512
TAF12,-0.209709939,0.248483596
TAF13,0.16909875,0.121546341
TAF15,-0.22276883,-0.290907672
TAF1A,-0.071949923,-0.526537077
TAF1B,0.270527478,0.075738044
TAF1C,-0.124590163,-0.602082179
TAF1D,0.237030251,0.961188237
TAF2,0.013062401,0.193149384
TAF3,-0.092567859,0.580969141
TAF4,-0.108030451,0.008124162
TAF4B,0.022672483,-0.901998267
TAF5,-0.329031954,0.210214213
TAF5L,-0.072997802,0.190254832
TAF6,-0.329798439,0.657817156
TAF6L,-0.378651773,-0.223985801
TAF7,0.18217692,0.560831338
TAF7L,0.008399581,0.027480724
TAF8,0.210806015,0.007188465
TAF9,-0.366030311,0.141319221
TAF9B,0.834679312,0.934939031
TAGLN,0.397421054,0.494080295
TAGLN2,0.331012133,1.677623225
TAL1,0,0
TALDO1,-0.50775858,0.623774372
TAMM41,-0.265660339,-0.304718516
TANC1,0.366661779,0.024243205
TANC2,0.984525729,0.629565846
TANGO2,-0.250990005,-0.099154542
TANGO6,-0.405152786,-0.664866198
TANK,0.347315081,0.512581672
TAOK1,0.497543033,0.696278553
TAOK2,-0.032617952,-0.250014845
TAOK3,0.367981498,0.110024966
TAP1,-0.163032663,0.746890147
TAP2,-0.477227779,-0.052822897
TAPBP,0.81794718,0.406613988
TAPBPL,0.02273468,-0.154570932
TAPT1,0.24419274,-0.126963494
TARBP1,-0.656144273,-0.380032349
TARBP2,-0.406049725,-0.003167244
TARDBP,-0.395013313,-0.035846248
TARS,0.028265947,-0.15082967
TARS2,-0.42350071,-0.233349237
TARSL2,0.263862413,0.000218711
TAS1R3,0.112943703,0.053177167
TAS2R14,0.010339391,-0.058358973
TAS2R20,-0.046811747,-0.006254995
TAS2R3,0.008399581,-0.009648807
TAS2R30,0.016750541,-0.012482987
TAS2R4,-0.014000002,-0.085194323
TAS2R5,0.041517245,-0.04584669
TASP1,-0.19177962,-0.151336112
TAT,0.008399581,0
TATDN1,-0.233053959,0.22961039
TATDN2,-0.313209361,-0.222641345
TATDN3,-0.569815195,-0.282734927
TAX1BP1,0.183769699,1.25251815
TAX1BP3,-0.388821766,-0.050091416
TAZ,-0.486890091,0.129760965
TBC1D1,0.448926521,0.701455894
TBC1D10A,0.355778254,1.177329485
TBC1D10B,-0.083720831,-0.043763217
TBC1D10C,-0.038412167,-0.006254995
TBC1D12,0.28937561,0.36183138
TBC1D13,-0.295362977,-0.650310425
TBC1D14,0.055104075,-0.710104088
TBC1D15,0.10554248,-0.122858106
TBC1D16,0.165025986,-1.0587701
TBC1D17,0.402590604,0.686052696
TBC1D19,0.15935105,0.11725398
TBC1D2,0.609972073,-0.332814858
TBC1D20,0.089759516,0.924446267
TBC1D22A,0.495387146,0.365175519
TBC1D22B,0.026687168,0.536238824
TBC1D23,0.293156126,1.009771406
TBC1D24,0.026312741,-0.289048482
TBC1D25,0.309622429,-0.368138851
TBC1D29,0.105555597,0.21161331
TBC1D2B,-0.202125702,-0.306489807
TBC1D30,-0.663784024,-0.322920772
TBC1D31,-0.304630389,-0.07904319
TBC1D32,-0.065478827,-0.108247396
TBC1D3B,0.227565009,0.686033338
TBC1D3I,0.135107094,0.563206144
TBC1D3L,0.707680205,0.771322198
TBC1D4,-0.124149471,-0.615829742
TBC1D5,0.404496374,0.317966916
TBC1D7,-0.406987015,0.043695167
TBC1D8,0.683951247,0.698409721
TBC1D8B,0.468204341,0.580163146
TBC1D9,0.029472094,0.019153789
TBC1D9B,0.531715052,0.50410718
TBCA,-0.139037256,0.978970275
TBCB,-0.361892524,0.313355084
TBCC,-0.356177331,-0.675958966
TBCCD1,-0.47126081,-0.528314592
TBCD,-0.316771477,0.578125878
TBCE,-0.103547999,-0.443181295
TBCEL,-0.018155122,-0.357151599
TBCK,0.252238564,-0.29354983
TBK1,-0.183435787,-0.005202499
TBKBP1,0.069164307,0.58026925
TBL1X,-0.122283412,-0.220468144
TBL1XR1,0.574770483,-0.033957414
TBL2,0.238903655,-0.163459443
TBL3,-0.596256295,-0.421717312
TBP,-0.071948834,-0.127550465
TBPL1,-0.022780944,1.065580277
TBR1,-0.01519615,0.013971704
TBRG1,-0.019336569,-0.087250691
TBRG4,-0.250831858,-0.416229506
TBX1,0,0.048192764
TBX15,-0.030061191,-0.006254995
TBX18,0.016750541,0.551721195
TBX19,0.239840263,0.188516446
TBX2,-0.017833163,-0.143734155
TBX3,0.154126504,0.021510819
TBX6,0.0033118,0.013210933
TBXA2R,0.009542339,-0.021181237
TBXAS1,0.004103552,0.232775048
TC2N,0.515520846,0.62720264
TCAF1,0.356879438,0.947169218
TCAF2,0.652959228,0.682954773
TCAIM,0.6752443,0.821251482
TCAP,0.017921515,0.054447759
TCEA1,0.132508538,0.810834595
TCEA2,0.037908152,0.046877518
TCEA3,0.059195401,0.008706714
TCEAL1,0.166323155,0.299115202
TCEAL3,0.274417898,0.429742425
TCEAL4,0.135365334,0.044156076
TCEAL8,0.319575381,0.602014129
TCEAL9,0.459305352,1.197417632
TCEANC,-0.067787554,-0.04584669
TCEANC2,0.199775574,0.09191284
TCERG1,-0.038576446,-0.076551227
TCF12,0.318413327,0.629977267
TCF19,-0.657386939,0.480829387
TCF20,-0.271478183,-0.094889159
TCF23,0,0.025963917
TCF25,-0.109592767,-0.072294599
TCF3,0.429773932,1.168482445
TCF4,-0.013047672,-0.748365476
TCF7,-0.05853059,-0.16669127
TCF7L1,0.431845816,0.075090482
TCF7L2,0.319435916,-0.267389785
TCFL5,-0.162926358,0.053538175
TCHH,0.043704099,-0.009648817
TCHP,-0.499378776,-0.246125521
TCIRG1,-0.017587926,0.543753145
TCL1A,0,0
TCN1,0.008399581,0.074741759
TCN2,0.134925598,0.098588391
TCOF1,-1.405353767,0.154635943
TCP1,-0.513987536,0.532823579
TCP10L,0.033308828,-0.024356748
TCP11L1,0.399011934,-0.007245552
TCP11L2,0.688439406,1.254139436
TCTA,-0.398117133,0.05974963
TCTE3,0.214454667,0.460688656
TCTEX1D2,-0.044339751,0.230124507
TCTEX1D4,-0.052909538,-0.000894238
TCTN1,0.170806542,-0.012102532
TCTN2,0.512446604,0.403630902
TCTN3,-0.167023635,0.239946703
TDG,-0.104673395,-0.552860534
TDGF1,0.025074551,0
TDO2,0,0
TDP1,0.106106581,0.089072096
TDP2,0.219294968,0.019956136
TDRD1,0.008399581,-0.006254995
TDRD12,-0.092152189,-0.037146025
TDRD3,0.206710948,0.262748113
TDRD5,0.06086752,-0.02485889
TDRD7,0.255720543,0.445023853
TDRKH,-0.25416557,-0.204191849
TDRP,-0.244144374,0.194018226
TEAD1,0.511029109,0.354119004
TEAD2,-0.348654547,-0.166130952
TEAD3,0.005838493,0.56912372
TEAD4,-0.347052073,-0.023248422
TEC,0.124064215,-0.012909394
