Gene,MCF10A_1percent,MCF10A_20percent,MCF12A_1percent,MCF12A_20percent
EFCAB13,14.00003763,2.999996461,3,17.00003
EFCAB14,826.00023,352.00024,350.94093,1388.9399
EFCAB2,119.41344,37.69693,23.12080959,69.01498
EFCAB3,8.83875,1,0,7.41698
EFCAB5,11.67401,0,2.01861,7.609153
EFCAB6,2,0,2,3.00207
EFCAB7,78.00002,28.8919,25.999973,113.98726
EFCAB8,0,0,0,5
EFEMP1,2052.00008,902.99985,1249.00042,4450.99841
EFEMP2,55.99998,3,13,25.000022
EFHB,3,1,0,2
EFHC1,178.909478,52.006317,63.99998,216.4498124
EFHC2,0,0,0,0
EFHD1,9,3,0,1
EFHD2,2228.00226,545.0001,1482.00181,2168.9987
EFL1,554.9560077,159.9998,65.999991,303.0000001
EFNA1,871.9999,274.9999,2550.998,1658.0006
EFNA2,1,0,0,0
EFNA3,319.804,18.00004,857.4604,269.19396
EFNA4,96.8716,44,119.6946,181.77899
EFNA5,464.15807,115.00042,112.99997,691.07058
EFNB1,1143,353,448,1725
EFNB2,791,182,164,803
EFNB3,180,45,3,45
EFR3A,648.0001428,260.99975,190.9998279,1486.004424
EFR3B,13.036214,2,5.13901,2.0094988
EFS,1,0,1,0
EFTUD2,1108.19359,584.99995,286.999507,2305.099598
EGF,9.999995,1,1,0
EGFL7,65,21.00005,80,156.0003
EGFL8,49.67834,20.24183,9.855165544,60.55416
EGFLAM,111.00007,56.00004,0,2
EGFR,11172.88616,1136.9899,3969.91659,13015.60821
EGLN1,1747.996,294.9997,1504.003,708.9998
EGLN2,393.50224,148,126,585.96133
EGLN3,2586.0036,1,922.0001001,23.0000334
EGR1,1037,368,12,1347
EGR2,3.000002611,0,0,4.00000399
EGR3,6.000005,4.999997,0,28.999978
EHBP1,1167.94713,205.5861318,382.00009,1775.07148
EHBP1L1,1296.996432,228.0001,203.00021,733.99968
EHD1,701.99977,178.00004,104.9999092,431.000332
EHD2,3604.9661,620.99964,1121.0049,2847.45665
EHD3,12,9,4,54
EHD4,533,239,175,566.45
EHF,141.00012,85.99997,157.00022,589.00024
EHHADH,103.99995,32.99997,32.99996,298.00035
EHMT1,529.41898,240.02073,126.49858,1047.20888
EHMT2,566.25676,193.00172,254.2060749,1067.031654
EI24,1046.000321,604.99981,924.0005532,2171.83163
EID1,1344,395.9996,149.0001,773.9995
EID2,46,45,11,143
EID2B,17.9105,9.76836,9.80629,42.0067
EID3,1,4,2,5
EIF1,6343.99932,1635.99915,5577.9919,8894.9729
EIF1AD,140.08585,51.00003,37.99998749,210.051
EIF1AX,1230.922,546.6147,313.6399,1850.011
EIF1AY,3.01095,0,0,3.00202
EIF1B,213.00039,97,214,325.00013
EIF2A,2084.00327,565.99953,1277.00425,3384.99691
EIF2AK1,1534.79907,572.2242,689.00184,2306.17953
EIF2AK2,695.55227,264.00013,235.08181,1176.52812
EIF2AK3,189.54038,46.00001916,77.99999122,216.00032
EIF2AK4,1339.99929,379.00035,96.99996,621.05941
EIF2B1,324.24195,149.83122,78.719166,795.4585
EIF2B2,221.95931,89.84658,98,278.7166
EIF2B3,110.99998,98,65.00004,300.99967
EIF2B4,365.368404,129.9999601,75.5977034,485.77201
EIF2B5,493.999512,239.99987,272.0004,1197.99956
EIF2D,1461.97962,453.9995,519.00013,1473.41837
EIF2S1,640.38368,375.000025,154.98137,1381.48258
EIF2S2,1577.72,675.461,696.415,2534.26
EIF2S3,4336.803299,1135.44909,1752.00223,4626.21569
EIF3A,6030.00126,1538.001,3068.00402,10885.00594
EIF3B,2688.99791,1156.99929,1156.99979,5450.004176
EIF3C,4853.940993,1487.799421,3684.30064,10389.43522
EIF3CL,2624.56,1131.1993,1874.605,5844.9968
EIF3D,2901.000779,907.000853,1268.00011,4100.99819
EIF3E,7738.71895,2322.998691,4440.99919,12065.78727
EIF3F,2007.236065,792.00004,907.09232,2381.71407
EIF3G,1411.6157,538.95972,838.995,2597.83815
EIF3H,3829.51788,1300.99957,3568.99969,8219.89583
EIF3I,1910.0033,856.7594,1401.00044,3155.95825
EIF3J,611.0002228,306.999904,107.9999,1068.00114
EIF3K,1124.026007,653.99958,1515.53323,3893.17945
EIF3L,4078.5426,1542.709876,2007.66271,5353.16004
EIF3M,1766.69176,741.98565,842.0046715,2280.04553
EIF4A1,9900.42399,3669.26062,7301.65364,16907.08657
EIF4A2,4232,885.0008702,4586.000231,5357.999996
EIF4A3,494.21516,244.9999374,431.16322,1319.29195
EIF4B,12481.15743,3049.64393,6139.6264,15064.43622
EIF4E,377.20952,213.14572,172.14111,559.85555
EIF4E2,678.4107,219.84051,202.834122,577.21312
EIF4E3,123.99997,39.99995,24.99998,86
EIF4EBP1,748,337.9998,480,926.0003
EIF4EBP2,1049.26,321,385.407,1932.47
EIF4EBP3,174.899,61.9318,26.487,255.891
EIF4ENIF1,190.414125,73.000046,62.00716,229.764066
EIF4G1,4628.012066,2047.261306,1767.454706,10927.22396
EIF4G2,7263.99417,2263.00444,1964.99599,6272.00062
EIF4G3,1085.999871,325.000284,286.999942,1323.999767
EIF4H,5802.99872,1602.00261,5566.00128,9149.995
EIF5,1048.79195,595.85929,162.58006,2820.90828
EIF5A,4196.745036,2915.9899,2516.82795,8731.40417
EIF5A2,36.0558,14.000002,25.019675,120.56432
EIF5AL1,1.10879,1.01621,2.03724,6.66333
EIF5B,1234.53062,485.48629,333.23145,2476.2098
EIF6,887.89092,450.8721,510.697,2156.00013
ELAC1,13.32605,19.99998,6,53
ELAC2,609.37733,401.9998948,363.99965,2200.999002
ELAVL1,559.93321,375.27811,319.9999,1167.35419
ELAVL2,83.0000288,23.999979,97,177.00007
ELAVL3,0,0,0,0
ELF1,771.4615,196.99998,329.6965,960.4854
ELF2,351.0153,92.99996,54.78346,270.5166124
ELF3,416.25839,55.000074,1067.48951,1372.87133
ELF4,430,131,197.99986,636
ELF5,1.00146,0,0,2
ELFN1,0,1,0,0
ELFN2,173,29,24,101.99995
ELK1,543.99965,185.00034,79.00004,311.99966
ELK3,1391.54225,270.0000617,263.99965,1035.997051
ELK4,1198.09963,276.99987,354.30068,1173.33496
ELL,262.31967,89,155.99995,518.99992
ELL2,1875.0014,195.00044,1151.96166,1122.00422
ELL3,28.37503,8.66851,8.455384,95.29536
ELMO1,2.07095,0,3,2.02812
ELMO2,101.9999828,54.99999469,46.00004044,284.99954
ELMO3,1030.9992,204.99954,346.99997,1515.00009
ELMOD1,0,1.40232,1,1
ELMOD2,230.00044,58.999962,73.00001,249.000121
ELMOD3,131.40146,44.0043916,37.01546223,221.263636
ELMSAN1,1125.39012,211.66107,1138.0003,1893.17054
ELN,3.87549,0,1,0
ELOA,538.94627,212,180.92199,1026.0974
ELOB,1523.887,680.9922,1445.953,2476.9937
ELOC,406.11204,185.20068,313.72733,813.7922
ELOF1,285.32801,158.00974,185.00025,517.02786
ELOVL1,1039.999813,335.99943,599.999841,1428.99988
ELOVL2,0,0,0,3
ELOVL3,3,4,1,19
ELOVL4,113,29,9,22
ELOVL5,1565.9971,412.99968,1140.001146,3106.00318
ELOVL6,1147.83276,536.00008,105.3073,472.48828
ELOVL7,57.5379,18.99999381,13.0442,28.11920023
ELP2,837.59237,252.22609,189.3867179,1054.985552
ELP3,407.0345432,104.0000268,59.99996933,397.0446817
ELP4,199.23227,76.09628073,72.00008595,175.40265
ELP5,305.0001202,106.000158,154.061885,395.00023
ELP6,201.016132,75.999971,41.00001,211.55093
EMB,591.3749,219.732,282.9999,1078.99974
EMC1,1098.59178,335.00022,311.8811,1327.21729
EMC10,1064.34516,357.5479,490.49842,1060.8078
EMC2,433.0003,109.00018,192.00003,525.00047
EMC3,564.13526,184.03977,230.96943,581.10645
EMC4,620.27605,257.89072,224.92241,551.45702
EMC6,310.3701,163.4756,132.6666,429.29
EMC7,369.9998,185,139,313.9998
EMC8,180.00036,184.99983,135.36451,447.0001
EMC9,148.97439,71.00009,79.64967,156.00001
EMCN,3.35773,2.725937,0.704157,5.255519
EMD,689.99923,242.99997,391.9998,722.00067
EME1,59.55553,30.19877,41.74249,99.085191
EME2,300.11783,82.8564,54.458267,326.9416
EMG1,278.49782,184.1829,75.7422659,695.715914
EMID1,0,0,0,1
EMILIN1,8,1,0,15
EMILIN2,2,1,1,1.1021
EMILIN3,1.13915,0,0,0
EML1,26.042003,28.000021,6.000004,16.0001933
EML2,578.22221,211.86364,491.68515,1370.542691
EML3,568.5572852,255.00048,207.2199,917.2471853
EML4,254.99977,130.9999589,79.99999,806.00008
EML5,10.34264,17.6409,7.27529,25.1901
EML6,28.44741,11.000001,16.17306315,47.000032
EMP1,4330.99725,907.0003323,2407.00058,4512.98858
EMP2,814.7991,216.9015,454.8605,706.5511
EMP3,2152.90589,359.00059,422.99983,365.00001
EMSY,159.000454,77.99998005,57.00004,188.0001
EMX2,5.03134,1.0972,3.33568,2.0009
EN1,1,0,0,11
EN2,0,0,1,47
ENAH,2376.99172,606.1049,866.39308,2295.319
ENAM,1.68199,0,0,0
ENC1,62.560465,47,19.9999601,229.29887
ENDOD1,362,84,228,550
ENDOG,218.403,94.0642,100.645,370.618
ENDOV,194.7969,26.00000106,23.99999634,144.25343
ENG,487.99969,288.00012,27.99999,287.90616
ENGASE,235.99969,114.00006,80.99997,886.000171
ENHO,0,0,0,0
ENKD1,64.999955,24.000008,57,231.99985
ENKUR,26.99996,2,1,0
ENO1,44671.9172,9533.98634,27635.9604,30341.9498
ENO2,672.89938,10.058495,420.99992,15.99999884
ENO3,36.12808,19.05620847,11.020141,48.04567
ENO4,1,1,0.488751,3.21445
ENOPH1,327.0003,135.0004658,117,427
ENOSF1,348.40604,109.383096,28.867959,336.92521
ENOX1,16.6295,10.0233,4.90638,9.423
ENOX2,122,68.99995066,17,191.9999263
ENPEP,0,0,0,0
ENPP1,31.07347,17,0,3.24425
ENPP2,2,1,0,2
ENPP3,1,0,0,0
ENPP4,11,0,0,4
ENPP5,24.00858,2,0,0
ENPP6,4.69954,0,2,2.37997
ENSA,1350.375251,640.00049,467.00003,1789.50163
ENTPD1,18.381,13,3.02691,56.47859
ENTPD2,362.9997,79.9999,92,67.00006
ENTPD3,5.999997,1,6,50
ENTPD4,345.16947,172.11335,88.158833,458.18587
ENTPD5,155.15778,70.71355,25.00544,365.60144
ENTPD6,858.24638,334.98566,188.07763,970.000953
ENTPD7,53,27,36,433.86111
ENTPD8,0,0,0,3
ENY2,605.18613,318.078407,327.479063,697.99939
EOGT,414.0002489,117.156476,91.00012,328.03642
EOMES,5,12.000003,1,9
EP300,364.00017,84.355529,283.99952,1043.26067
EP400,776.15453,309.66883,183.40715,1598.03218
EP400NL,63.73582,33.39538,34.59276,126.4780769
EPAS1,2860.9996,738.999609,1229.00012,4708.00013
EPB41,329.99629,110.75274,148.0811842,627.2465
EPB41L1,250.999554,44.00001,70.000003,592.00065
EPB41L2,449.0229344,128.02204,284.043374,297.0433195
EPB41L3,0,1,0,1
EPB41L4A,213.7825879,65.73003,10.449531,70.51301359
EPB41L4B,528,78.00004,182,382.99977
EPB41L5,201.0000009,65.00006873,93.00004,194.00004
EPC1,273.6157808,61.00355041,60.03286,162.77501
EPC2,341.99982,69,86.99996,276.00024
EPCAM,437.99983,150.9997,550.9999,734.00011
EPDR1,0,0,47,256.00039
EPG5,409.00041,98.00000042,87.00004029,384.00037
EPGN,246.00044,141.00041,17.999996,159.99981
EPHA1,199.47198,68.00003,74.00001,564.57882
EPHA10,1,1,0,1
EPHA2,1477.00191,474.99965,406,2216.99993
EPHA3,6,0,0,0
EPHA4,10.99999601,0,2.000004,73.00005
EPHA6,5,0,0,0
EPHA7,0,0,0,0
EPHA8,1,0,2.000002,0
EPHB1,1,0,0,1
EPHB2,181,71.00012,20.000003,146.00213
EPHB3,279.18405,43,617.00007,1223.99616
EPHB4,1791.00264,504.2446,714.99974,3218.9955
EPHB6,3,4.000003,9.000000025,79.00003
EPHX1,787.99978,431.9998,286.00028,716.99959
EPHX2,84.00006619,30.99998,20.00004712,171.00001
EPHX3,2,0,1,1
EPHX4,57,42,1,9
EPM2A,38.3553,17,7,65.10612002
EPM2AIP1,309.59654,81,10,178.0395
EPN1,1817.13971,560.6257,1042.13385,2126.734
EPN2,833.7478555,151.00018,317.1788448,768.06445
EPN3,79.99994,40.99993,8.000002,93.99994
EPOP,55,61,11,240
EPOR,91.00000165,10.00000011,4.000002137,33.00001
EPPIN,1,1,1.01284,2.09031
EPPK1,846.58618,196.0714,160.9996,9460.63
EPRS,3769.00051,1536.00261,1082.001,5789.99651
EPS15,634.1993,162.999791,336.0048,915.463453
EPS15L1,337.0864505,134.0000408,200.9999612,649.00492
EPS8,469.0003,170.999971,101.0555767,268.9997401
EPS8L1,345.00011,64,84.00002,272.0000766
EPS8L2,3071.98738,718.00033,659.0001575,3200.002871
EPSTI1,1.000000046,2,2,6
EPX,3,0,1,2
ERAL1,426.9998,181.00017,179.99996,592.0001
ERAP1,309.5975208,94.578443,46.414136,325.54687
ERAP2,64.237972,19.01158,7.724163,54.390146
ERBB2,927.63723,317.00248,272.5881449,1028.113622
ERBB3,155.308901,54.87481639,80.99996748,229.57644
ERBB4,0,0,1.999997,0
ERBIN,879.0001,208.9996445,194.0001604,1058.00007
ERC1,999.114524,239.0001919,199.0416835,807.0481512
ERC2,9.999996,2,0,2
ERC2-IT1,0,0,0,0
ERCC1,1288.78632,274.4436663,359.9705,874.51544
ERCC2,255.84706,146.67018,78.59539,569.83249
ERCC3,558.00011,217.00048,131.000252,716.0005
ERCC4,84.33569495,31.999985,25.92909,238.04412
ERCC5,564.8755,70.09612,158.5903102,195.12828
ERCC6,335.00035,104,57.00000647,533.00615
ERCC6L,57,33,16,69.9999687
ERCC6L2,108.52677,35.832455,27.00001,227.43722
ERCC8,67.34736,31.362714,43.22749,215.35089
EREG,156.27123,48.0975,59.99998,373.89204
ERF,508.99998,220.99997,853.9998,1013.29298
ERFE,37.0000412,16,12.02624,77.00001
ERGIC1,6373.28971,1244.00287,1191.65831,2659.11012
ERGIC2,358.7483632,111.048454,142.4232717,506.9058001
ERGIC3,1954.80259,561.0123,1152.70393,2295.870521
ERH,419.99008,392.0002,124.992,833.99989
ERI1,145.14655,74.00003,44,153.32664
ERI2,150.77851,57.87729,47.38278,306.93292
ERI3,428.0004448,268.999535,199.00013,894.99981
ERICH1,245.00005,65.99996,16,226.99956
ERICH2,16,1,0,3
ERICH6,1,0,1.999995,2
ERICH6B,2.0777,2.22351,0,4.47627
ERLEC1,369.51305,133.999976,98.000042,450.00035
ERLIN1,808.00019,263.9998,270.99993,1060.9996
ERLIN2,403.77994,119.00035,43.25539,439.81801
ERMAP,231.2342,33.26185,81.90989,157.53577
ERMARD,134.99996,59.00009,65.000001,280.00027
ERMP1,1022.365,198.00027,698.17383,1791.5197
ERN1,259.457888,50.000036,51.999973,253.01327
ERN2,4.10959,0,3,2.00677
ERO1A,3667.87175,233.49534,5633.77671,1460.00038
ERO1B,113.00025,25,2,13
ERP27,0,2,0,1
ERP29,962.00033,361.99953,644.20483,1391.85509
ERP44,594,169,571,831
ERRFI1,3864.0015,459.00018,3749.99832,731.0001
ERV3-1,64.5002,15.00522,107.78669,497.057
ERVFRD-1,0,1.00000017,1.0000005,1.0000005
ERVH48-1,13,1,0,3
ERVK13-1,29.75074,16.024014,6.60113,69.022234
ERVMER34-1,247.00048,117.00004,44.0914,380.1389
ERVW-1,42.23988,9,7.09927,51.75809
ESAM,3.180338,0,2,0.9999998
ESCO1,296.10999,58.00005,26.05847,208.66872
ESCO2,36.68086,40.07424751,7.731360833,85.99952
ESD,1169.99875,439.99955,678.99971,2055.9986
ESF1,336.9997,99,42.0000403,615.9998
ESPL1,317.0042254,168.99998,143.9999485,502.047238
ESPN,17.473469,8.255619,754.09767,3096.53368
ESR1,9.999998,1,13.00002153,222.0004688
ESR2,15.05395,3,2.406909,10.16835
ESRG,1257.34,80.1894,698.921,766.838
ESRP1,1310.00009,232.00004,2606.0026,3651.00072
ESRP2,368.44668,200.74096,143.5176517,1046.52974
ESRRA,732.7194,342.87817,560.63618,1908.53764
ESRRB,3,1,0,2.000003
ESRRG,6,0,0,3
ESYT1,2683.92868,565.000471,731.8552402,1994.15866
ESYT2,3900.93609,484.8845,2260.17108,3818.05293
ESYT3,15.31263,8.00001,1,12.118238
ETAA1,364.99977,75,57,198.99998
ETF1,1971.98876,941.00031,753.97539,3156.98292
ETFA,1052.00051,470.99989,425.99973,933.00015
ETFB,644.50695,249.1213,430.75821,1126.92283
ETFBKMT,15.62131,8.01233,4.56490209,27.07680669
ETFDH,250.58348,101.87123,66.404822,245.12114
ETFRF1,70.01626288,24.64137706,38.4939,147.04838
ETHE1,508.2786,182.00011,476.00034,1030.9909
ETNK1,423.00014,88.99995,147.0003501,328.00046
ETNK2,268.99995,125.99983,110.99961,350.00027
ETS1,597.0001,104.00004,209.9998698,340.1312
ETS2,3463.9987,472.99969,2851,3905.0013
ETV1,344.99987,63.999967,10.999996,25.999992
ETV2,7,4,0,8
ETV3,403.0003,121.00049,185.00039,619.0005
ETV4,336.00035,152.69656,153.0002904,304.99971
ETV5,433.00007,170.99983,46.8398,210.0002951
ETV6,321.56195,60,129.612,556.12508
ETV7,5,12,1,18.99998
EVA1A,109.99996,21.99998,43.9999871,145.99997
EVA1B,147.9064,26.6966,79.3532,87.3633
EVA1C,253.999941,120.0000201,31.99997007,164.00009
EVC,450.00001,127,148.99967,557.98522
EVI2A,101.746,12.99999,16.31377,47.0504
EVI2B,264.6027,46,0,16.932
EVI5,161.2337786,57.99997,23.7826888,145.842866
EVI5L,285.00516,103.99992,143.00694,467.99992
EVL,697.7849001,224.33099,113.3844222,434.00529
EVPL,691.00002,164.124859,45,215.00036
EVPLL,22.5704,1.02032,0,2.75183
EWSR1,1929.9979,872.08059,391.9997402,2991.969533
EXD1,2,1,0,1.00469
EXD2,456.5486723,142.9999649,160.00003,445.000145
EXD3,187.99993,43,35.99997,184.99993
EXO1,108.00003,139.0000603,117.00004,276.99986
EXO5,16.007885,7.91584,2.000003,48.2303
EXOC1,612.000499,116.99994,124.99995,443.00034
EXOC2,287.99958,136.00033,159.00034,574.00043
EXOC3,509.91728,140.722,151.968039,778.268449
EXOC3-AS1,9.789488977,2.999995662,5.000003876,32.02928789
EXOC3L1,11.00000857,1.00000015,1,21.0000268
EXOC3L2,2.96611,3.37439,1,1.27993
EXOC3L4,0,0,0,0.920224
EXOC4,1103.35699,229.99951,759.9998008,1928.00757
EXOC5,705.7770908,163.99985,394.22113,887.5231
EXOC6,71.00004,35.000035,28.999999,92.999998
EXOC6B,260.99957,72.99997,104.9999808,406.999695
EXOC7,709.7795,194.47382,109.9999904,1249.928777
EXOC8,306.022,102.764,61,390.519
EXOG,63.52487,38.99994,2.086658,62.37596541
EXOSC1,155.9996,99.00005,185.00013,521.02571
EXOSC10,1044.926299,334.9998,416.33831,1146.45314
EXOSC2,252.7315323,130.78053,37.69153,623.5605
EXOSC3,123.02733,78,81.11894,496.92132
EXOSC4,357.4911,203.588,38.89202,564.04145
EXOSC5,343.00012,120,162.99996,677.99976
EXOSC6,170.254,103.079,36.4569,562.015
EXOSC7,310.20502,175.00787,73.000383,370.60755
EXOSC8,175.00645,99.27418,66.03918,298.77452
EXOSC9,254.9498,131.18858,65.7411,216.4723
EXPH5,134.522,29,53.44997986,161.5742
EXT1,1163.97,275.0002,357.9999,1736.999
EXT2,1094.9997,417.9998938,331.0003368,942.00004
EXTL1,0,0,0,3
EXTL2,170.99987,73.21815,14.23333,104.18862
EXTL3,808.99983,293.00038,238.00007,595.00515
EYA1,136.84053,25.9999846,12,6.49288
EYA2,29.99997907,11.0000385,113.9999805,473.99968
EYA3,218.4642526,79.00004,130.01804,499.399789
EYA4,1,0,2,3
EYS,31.74087,5.000000147,9.046334758,13.03259
EZH1,296.418973,71.1854048,227.9997704,432.24072
EZH2,217.99994,116.0000532,205.00002,450.9999
EZR,2152.99752,524.99952,869.999982,3063.99842
F10,1,0,0,2.00000424
F11R,2658.54569,645.7218,2064.43221,4434.83551
F12,266.99993,174.67858,136.99991,499.68996
F2R,551.004,161,371,1331.96391
F2RL1,422.000011,169,159.9997,544.8320039
F2RL2,1.999999,2,0,2.00512
F2RL3,6.29099,2.11628,4,1.0673
F3,4249.6522,239.37961,264.03885,281.2181
F8,64.99999,19.99998,16,56.99997
F8A1,106.836,35.9576,30,327.273
F8A3,61.1639,23.0424,0,5.72695
FA2H,28.00002,3.999999,16,2.000002
FAAH,160.00003,71.00003,6.000001,41
FAAH2,94.99996,26,7.000001,27.99999
FAAP100,233.00037,133.00007,69,707.99977
FAAP20,317.55248,148.15125,192.5405,553.92411
FAAP24,32.06025607,10.305644,7.49155,42.25729
FABP2,3.03315,4,1.09039,4.03351
FABP3,8,1,7,10
FABP5,142.23124,105.7452,3602.0221,3456.2893
FABP6,2,1,0,15.99996
FABP7,0,0,1,1
FADD,288,140,25,292.57
FADS1,1590.90443,303.00006,267.592143,659.93174
FADS2,3473.10125,685.00055,446.5606148,391.59547
FADS3,659.59825,208.84017,282.4142,1228.25267
FADS6,1.00708,1,0,2.0064
FAF1,469.8922,177,499.0003,977
FAF2,1106,371.00034,226.99979,1044.99561
FAH,202.99983,125.00005,108.00001,602.99966
FAHD1,184.58902,82.94693,53.08131,438.9736
FAHD2A,117.564,50.97569,69.74062,194.57213
FAHD2B,37.52234,30.8777034,36.25930009,151.49576
FAIM,104.84152,42.99998,26.99996,117.99998
FAM102A,141.00002,52.999994,138.00001,579
FAM102B,116.1005,23,35,37.00612
FAM103A1,112.365,48.627,31.3354,125.509
FAM104A,361.87266,103.26069,123.027959,553.6819
FAM104B,72.99997,32.99998,15,54
FAM105A,4,2,2,3
FAM106A,13.544,1.00842,1,5.10758
FAM107A,2,2,0.392132,1.00123
FAM107B,215.99987,79.00005,48.00003004,128.99999
FAM109A,72.00003509,30.999968,28.99998072,143.00003
FAM109B,3,0,4.000004,54
FAM110A,259.00067,63,136.99996,270.00029
FAM110B,10.732511,8,3.48134,0
FAM110C,218.5033,62,235.00027,292.99778
FAM110D,2.06297,1.03241,2.29707,4.19891
FAM111A,298.9997,111.380882,44.99996,259.0001
FAM111B,69.5282,78.00002,5,104.5150123
FAM114A1,1026.05522,81,108.99996,128.43905
FAM114A2,152.9999821,59.999989,34,261.99999
FAM117A,87,21.00004,43.285437,71
FAM117B,103.235,43.4371,72.1213,176.15766
FAM118A,119.00792,45.039471,32.000028,161.21941
FAM118B,27.26073,25.419395,13,84.36333
FAM120A,3363.708,864.72529,1844.62707,4554.91773
FAM120AOS,136.29227,63.274984,54.37710885,303.86116
FAM120B,280.99964,88.00004,60.99993915,640.99986
FAM120C,114.999953,55,22.04999,123.0156
FAM122A,74,34,18,262
FAM122B,163.000034,79.99999272,73.00003,287.9998
FAM122C,12.060056,1,1.01902,10.100807
FAM124A,1,5,3,8.00575
FAM124B,0,1,0,2
FAM126A,440.23487,109.42529,234.4811,544.0262
FAM126B,141.30807,33.03235002,100.05593,206.47853
FAM127A,792.00035,242,114,408
FAM127B,439.0001,160.9997,72.00006,301.8312
FAM127C,60,39,1,22.1691
FAM129A,0,1,4.604278,98.78412
FAM129B,5107.0049,1319.00178,2003.00364,4231.99528
FAM129C,13.6003,2.00413,1.00095,11.44114
FAM131A,116.00277,48.0532,78.43959,249.6333
FAM131B,10,3,1,44.99997427
FAM131C,27.99997,1,14,35.5743
FAM133A,0,0,0,0
FAM133B,190.73597,60.52891,65.000003,318.74766
FAM134A,1015.79047,239.12613,369.75115,895.28978
FAM134B,30.00003,29.00002,5,176.83841
FAM134C,797.5566,154.0000591,187.6125,800.9444311
FAM135A,57.999976,42.99999962,22.99995,392.45341
FAM135B,1,0,1,0
FAM136A,282.02564,151.99962,94.86858,460.66419
FAM13A,496.54331,110.69665,298.80874,187.3085
FAM13B,213.98397,69.53299,45.78256,186.95809
FAM13C,0,0,4.999999686,7.99999816
FAM149A,10.452,1,0,1
FAM149B1,285.99196,74.26565175,97.29004,356.65888
FAM151A,33.4842,4.15862,2.9313,6.59441
FAM151B,5.20518,4.70492,1,17.38351
FAM153A,0,0,0.865161,0
FAM153B,7.00237,4.004,3,4.3165689
FAM155A,3.00429,0,0,0
FAM155B,16,20,12,141
FAM156A,217.55752,97.68787,18.82642001,128.3495
FAM156B,45.32107,8.29591,46.17356,64.4796
FAM157A,169.34495,43.6211,16.2743,42.3175
FAM157B,5.32297,7.45984,0,1.18E-08
FAM157C,58.854286,1.41863,3.2599,29.83569
FAM159A,4,4,6,8.000975
FAM160A1,237.99986,39,93.99995096,140.99976
FAM160A2,270.0002,103.00002,81.99999,259.00005
FAM160B1,301.000448,88.99993,129.00046,533.99991
FAM160B2,412.0001,159.9999807,179.00005,1048.00025
FAM161A,43.82305,8.15598,6.65823,42.19449
FAM161B,37.6315,6.04081,14.2581,50.5479
FAM162A,927.9994,172,1847.885,1005.13
FAM166A,0,0,1.00582,2.00934
FAM166B,1,0,1,8.999999
FAM167A,445.63277,37.99998,28,47.00001
FAM167B,4,1,1,1
FAM168A,769.00015,128.9999,318.8281,416.69318
FAM168B,1051.0004,413.0004,600.9999,1836.999
FAM169A,51.045329,33.24281,17.42186899,122.5598401
FAM169B,3,0,1,4
FAM171A1,166.00034,84.00001,29,187.00032
FAM171A2,29,9.0000029,31,51
FAM171B,76,21,14.99998,62.1375
FAM172A,265.000432,64.000024,83,316.0003
